panel_num,stitch_num,vertex_num,face_num
14,30,19021,36102
16,40,7805,14000
6,22,18439,35308
14,30,16289,30716
2,2,846,1442
18,51,18166,34045
12,26,22636,43246
4,14,6249,11726
20,56,58781,114608
22,45,11819,21586
2,8,11232,21637
20,66,22491,41375
6,24,7754,14524
4,12,8949,16938
4,16,7627,14440
4,16,8493,16100
16,48,13184,24520
28,72,42784,81332
4,14,11840,22680
4,16,12683,24314
12,23,16478,31434
4,14,7945,15100
12,25,7618,13921
8,24,16769,31486
6,24,7864,14714
29,74,36835,69409
19,52,7224,12917
6,12,6269,11704
4,6,12388,23967
10,24,13295,24652
12,22,12779,23934
12,23,16397,30984
6,26,5152,9440
8,20,18143,34177
2,2,8673,16870
29,73,26246,48543
20,42,25020,47551
2,8,10325,19883
10,22,10746,20158
4,6,11887,22654
2,8,8044,15473
10,19,8148,15121
6,28,3998,7110
4,6,3422,6284
11,36,4932,8806
8,16,8751,16288
26,77,17699,31866
18,38,12223,22776
12,32,14827,27237
26,55,32669,61342
4,16,8422,16046
12,39,15077,28484
20,58,19964,37620
37,76,11598,20887
20,55,8204,14474
12,26,11278,21128
6,12,24422,47431
18,58,13341,24546
14,30,5815,10340
18,57,14388,26766
2,8,6222,11834
6,28,5375,9612
12,28,8671,15393
28,76,17003,31036
8,32,13662,25910
22,70,19268,35562
2,8,6176,11804
22,60,20655,38045
6,12,4009,7171
2,2,6596,12704
10,24,13337,25128
4,16,10577,20241
4,6,6232,11822
16,31,6819,12222
22,57,22069,41390
20,66,22552,42363
18,54,20312,38170
6,32,10825,20462
10,36,5519,9846
2,8,11890,22999
19,53,24378,45290
4,16,10850,20758
4,6,16622,32355
15,28,4027,7282
4,16,13122,25276
6,12,16639,32096
24,60,20521,37258
14,32,18703,34408
17,51,7785,14031
6,28,4881,8690
20,41,8947,16202
12,26,19999,37987
10,32,8291,15272
4,6,9344,17715
2,8,4786,9113
6,32,14984,28432
14,43,23815,45442
12,34,9783,18048
16,34,26040,49417
2,2,7189,13942
4,16,7193,13536
10,30,15441,29452
12,23,18023,34392
28,58,33662,64166
2,2,6268,12108
8,26,11093,20772
8,24,12909,24196
12,40,17076,32305
4,16,4251,7802
18,53,11666,21305
4,16,10402,19958
8,16,12648,23974
10,28,10607,19513
8,24,11010,20752
16,48,56391,109482
8,28,10627,19844
12,28,11126,20373
14,38,22854,43080
2,8,7294,13995
8,22,11594,21896
2,8,11944,23139
8,16,13377,25476
16,58,20703,38899
20,40,18979,35498
12,50,10387,19044
6,32,11697,22119
6,22,6405,11714
4,4,2328,4180
8,15,7315,13661
2,8,5919,11320
17,36,19069,35971
6,28,4588,8280
4,14,13121,25108
12,32,6451,11561
6,22,11310,21402
18,38,48241,91328
4,16,12174,23136
4,16,12686,24313
6,27,7150,13319
22,60,20971,38976
20,42,27707,52820
28,70,33370,62320
10,19,13210,25092
8,32,7099,12999
8,24,5628,10266
10,37,15559,29620
14,46,9785,17827
10,21,25092,48449
14,44,8685,15780
12,26,14596,27449
12,26,14587,27651
27,55,67087,129734
12,24,10790,20169
12,48,10816,19938
4,6,4890,9184
14,37,14412,26678
4,16,8022,15200
16,34,12085,22310
12,40,50887,99420
4,14,3167,5724
2,8,6987,13382
4,16,10786,20561
14,40,9272,16934
20,60,9882,17774
16,62,14643,26686
9,17,12667,23915
6,28,5464,9990
6,28,4526,8134
2,8,7719,14846
4,14,9920,18892
6,11,7720,14570
8,18,28785,55686
2,8,13854,26786
12,28,54456,106214
6,10,6942,12864
4,16,7967,15127
8,24,7641,14160
8,41,11899,22309
15,30,49417,95907
16,31,13280,24900
31,63,12979,23677
26,64,31987,59110
4,16,12934,24898
20,55,42642,82246
6,28,4563,8210
18,52,24824,46883
14,58,21683,40789
10,34,10840,20264
8,23,4950,8924
16,32,22042,40979
2,2,6435,12448
12,24,14232,26691
30,63,10560,19034
4,14,8669,16484
8,26,17239,32852
6,28,4197,7490
4,6,5083,9554
4,6,17818,34563
18,38,33556,64436
4,14,10849,20692
12,28,12486,23070
20,56,11046,19695
17,47,4831,8527
6,26,3754,6698
8,24,14406,27594
14,46,10022,18294
10,34,14510,27216
6,28,15909,30462
8,32,7675,14147
8,31,28076,54462
6,26,3558,6318
18,48,20242,38193
4,16,3388,6066
18,37,12266,22712
10,38,9430,17418
14,46,18829,35847
4,6,4991,9392
10,35,11377,21263
10,30,11383,21221
10,32,7631,13957
8,30,12678,24043
12,39,16925,31658
22,70,22878,42015
8,32,8832,16419
6,34,15098,28733
6,34,12526,23707
4,6,4127,7662
4,14,3301,5978
12,24,25763,49493
12,40,20411,38819
4,16,3973,7250
12,28,15251,28535
8,30,8799,16308
22,69,25653,46700
4,16,9936,18964
18,38,15404,28743
6,28,8651,16181
2,8,6694,12719
6,12,8387,15770
18,38,15746,29490
6,28,6273,11485
10,35,5272,9188
6,26,7907,14750
10,34,12854,23980
4,6,10352,19973
8,24,11026,20659
4,16,13008,24924
8,24,8634,16057
16,39,7449,13282
8,23,4111,7344
20,42,22565,42728
2,8,11246,21723
8,18,10873,20530
8,32,7700,14206
10,19,12931,24356
2,2,912,1585
6,10,28890,56041
12,23,1941,3272
4,16,11394,21800
12,25,17696,33673
14,44,20438,38710
14,32,16837,30944
14,14,6468,11508
16,45,15225,28538
14,30,15851,29859
4,6,11274,21704
4,16,3330,5956
25,67,34312,65210
12,38,17296,32590
12,24,8265,15264
16,40,7021,12518
12,24,10308,19374
12,30,11620,21708
8,26,8607,15998
14,28,16262,30936
2,2,946,1666
10,36,18638,35509
10,34,11681,21968
14,32,18736,34157
4,14,3097,5586
8,31,14766,28074
2,8,11247,21691
4,6,8580,16438
8,40,16324,30772
16,52,12882,23774
4,6,6555,12424
10,32,6378,11554
4,6,3367,6224
20,55,25556,48020
6,28,4865,8778
10,18,19108,34648
12,49,16272,30604
4,16,8691,16551
4,6,17149,33406
16,45,20637,39237
6,34,14700,27979
4,14,2696,4818
2,8,5958,11376
20,42,21069,39231
6,28,4126,7270
16,36,15139,28382
8,14,30193,57938
8,28,14647,27780
30,73,23029,42734
4,6,14343,27793
4,16,9856,18778
20,60,39590,76506
12,24,18321,34842
4,6,2317,4028
4,6,2140,3814
16,40,7618,13716
30,84,24865,45756
2,2,2238,4160
14,44,16777,31678
14,14,7980,14182
20,58,18861,35278
14,27,3285,5798
18,52,21412,40278
12,41,13989,26322
4,6,12400,23968
6,28,17495,33658
4,16,13185,25399
14,50,21620,40773
4,6,3815,7100
11,37,5351,9523
6,26,3389,6000
14,44,9356,17010
6,27,6465,11819
10,50,15209,28528
18,54,55959,108658
10,22,25311,48743
2,8,8199,15692
8,26,14878,28203
4,6,5662,10751
16,50,10745,19572
16,40,8261,15000
2,8,7988,15371
16,50,12863,23387
16,56,14693,27294
24,51,34989,67302
6,22,16677,32031
22,61,31840,60324
12,26,18941,35987
20,42,30572,58088
16,46,30014,56124
18,47,22941,42656
8,14,13000,24702
28,75,15418,28072
14,32,9232,17064
4,6,12547,24293
14,44,17099,32134
2,8,9628,18621
37,75,26136,47834
10,32,16822,32015
12,39,6499,11598
21,58,25370,47778
4,16,3503,6328
4,6,8692,16662
16,42,8325,15172
10,28,17458,33012
20,48,6555,11606
4,16,3884,7058
18,48,11700,21454
14,30,14667,27706
12,24,7140,13106
6,32,16564,31740
12,48,13383,24968
6,22,17418,33524
24,63,21831,40706
10,22,20603,39423
14,44,11562,21348
2,8,11818,22828
12,24,9298,17216
26,76,29391,54000
2,2,5290,10178
18,62,23852,44880
8,16,7589,14156
14,40,20871,39674
2,8,13362,25992
4,6,5328,10066
12,32,18896,35044
4,6,29731,58304
25,67,18355,33341
6,26,5150,9385
22,58,16585,30554
10,22,10905,20426
8,38,17324,32918
12,34,8847,16302
4,14,12810,24610
2,8,5948,11353
21,58,8943,15997
6,12,6577,12280
6,26,3168,5554
6,26,5694,10374
2,8,12682,24554
2,8,5822,11058
31,66,17311,31705
4,14,11002,21000
4,14,12035,23032
8,28,19216,36661
8,20,10371,19155
4,16,8874,16976
2,8,12611,24455
18,66,17752,32976
6,12,6083,11292
14,50,20352,38336
6,28,5666,10400
4,16,12677,24260
24,73,17782,32734
8,30,23913,46146
10,36,8299,15174
2,8,7746,14791
12,24,7745,14380
4,16,3817,6946
10,20,19234,35548
22,76,16586,30240
26,66,25255,46562
18,37,7554,13626
12,41,9890,18191
4,14,2886,5186
14,44,17266,31526
24,53,14495,26854
19,57,29207,55279
4,16,11895,22818
6,26,5446,10006
18,38,11947,22132
10,24,13947,25798
4,14,8608,16362
16,40,6705,11832
8,16,8815,16438
16,48,11114,20176
4,6,23799,46505
18,38,35971,69648
4,16,7433,13917
8,16,7706,14448
8,23,4698,8423
4,6,3116,5715
10,36,10749,19935
24,51,19271,35410
8,24,6908,12568
14,30,10640,19729
4,6,28978,56758
10,37,10613,19705
16,46,27163,51626
10,50,16440,30926
14,44,6811,12134
12,24,10363,19216
16,60,20332,38292
10,49,14962,28060
10,34,17102,32144
8,20,10400,19272
20,42,12122,22418
4,16,13953,26917
6,22,10433,19771
16,33,12915,24066
16,34,28415,54560
8,42,14391,27032
6,22,15111,28782
14,30,22444,42450
14,41,18277,34328
8,30,12098,22816
8,16,19379,37272
6,12,6396,11832
16,52,10857,19880
14,50,16604,31137
8,34,6576,11788
16,58,17485,32700
12,24,11679,21812
4,6,14911,28946
14,40,23648,45070
11,21,7167,13228
12,26,27881,53632
4,16,8089,15362
10,34,16340,30854
28,72,18976,33952
8,20,13985,25932
4,6,2486,4389
8,40,14799,27825
12,32,10317,19148
14,39,14380,26899
14,44,17684,33364
12,24,13247,24818
4,6,8572,16288
8,24,14948,28254
18,38,14924,27813
12,25,7122,13104
6,10,18404,35346
4,6,1265,2094
4,6,12953,25095
10,38,8067,14718
6,20,10393,19636
18,52,34922,66462
22,74,20153,37158
8,30,5823,10500
4,6,8365,15912
2,2,1611,2935
14,30,8852,16097
6,12,13239,25218
8,17,27944,54176
4,16,3781,6856
14,43,10460,19082
6,24,14567,27780
6,24,11700,22096
2,8,9732,18848
12,24,17201,32600
6,20,7805,14546
18,54,25664,48332
8,14,5596,10412
6,28,6709,12430
18,38,43469,84445
14,44,10201,18604
2,8,13687,26444
12,25,18439,35050
4,16,4154,7606
10,46,12897,23938
18,38,10441,18960
14,30,18001,33831
14,30,11115,20590
14,54,15977,29264
4,14,2738,4888
8,16,10624,19975
4,14,2445,4336
16,31,14338,26874
14,28,8781,16199
18,38,10764,19825
4,16,10300,19691
10,22,10871,20320
8,20,8062,14716
14,30,17226,32499
12,30,9211,17046
6,24,11464,21808
10,36,28773,55416
10,42,11541,21420
2,8,14952,28982
26,83,15456,27805
28,82,19858,36664
31,74,34723,65037
18,38,10472,18926
6,28,4305,7690
12,32,6064,10802
10,28,10196,18803
8,26,14469,27432
16,46,20413,38542
16,40,17586,32506
18,48,20299,38328
4,16,3985,7282
8,16,11903,22540
10,36,6854,12445
22,45,33668,64739
2,8,10925,21102
14,30,18267,34483
4,14,2805,5018
14,32,18242,34231
2,8,5405,10270
6,24,8555,16123
16,33,10403,19073
16,32,12360,23038
4,6,7084,13468
8,16,11867,22510
12,26,33645,65223
18,39,9783,18016
24,53,14376,26540
18,38,10540,19520
8,40,16784,31749
6,24,7713,14381
12,34,22091,41874
4,16,9536,18104
2,8,6914,13214
18,52,29358,56608
21,59,16202,30111
6,26,3972,7114
6,26,6757,12421
12,49,19880,37439
4,16,8644,16410
4,6,3304,6065
8,23,4509,8122
18,51,7236,12944
8,22,9689,18112
14,28,6219,11198
6,28,7479,13835
10,36,8806,16112
6,20,9293,17409
22,60,34673,65476
4,6,16882,32844
28,84,22643,41890
8,22,9678,18162
8,30,17374,33269
6,24,14694,28024
20,53,25454,47643
4,6,16338,31643
2,8,8285,15932
20,50,6782,11882
13,24,42012,80967
18,64,13266,24412
14,38,14916,27218
10,24,14334,26717
15,43,12533,23045
10,38,13726,25537
8,20,6816,12508
8,20,9260,16972
8,42,12721,23640
16,32,10462,19330
14,30,21604,41303
22,55,20954,38760
6,12,8925,16880
6,28,4130,7370
23,62,12002,21697
18,50,23695,44576
16,48,21242,40498
26,67,27340,51188
18,38,20250,37951
4,16,10330,19775
4,16,13757,26468
18,37,9617,17252
6,12,10901,20637
20,55,10415,18581
8,28,13968,26492
12,32,11037,20182
14,44,26519,50770
14,44,10252,18871
16,47,24046,45504
8,24,4297,7694
6,32,11428,21600
6,26,19846,38317
4,6,18217,35471
8,24,4289,7644
16,31,8382,15254
4,16,11800,22453
10,36,17013,32160
10,32,19495,37047
8,40,14502,27336
6,24,9314,17568
4,14,8690,16490
4,16,12865,24636
4,6,4881,9172
14,30,10953,20245
18,47,19227,36086
26,82,23906,43904
21,59,15329,28114
6,28,13663,26070
12,36,9112,16802
4,6,27736,54352
29,74,25671,47590
14,30,28821,55620
12,12,1104,1800
8,32,23505,45205
4,16,12633,24304
2,8,10486,20284
2,8,12593,24300
4,14,2818,5046
16,48,10430,18817
4,14,2181,3822
4,16,14745,28222
2,8,7555,14440
8,22,10429,19596
6,12,9286,17552
6,16,9669,17667
4,14,10246,19552
6,24,9242,17484
20,60,20764,38614
2,2,6828,13144
18,58,15986,29889
12,48,20857,39414
16,33,34101,63294
9,9,3195,5760
12,39,10211,18640
4,16,12142,23308
4,14,2569,4576
10,38,6546,11815
2,8,8623,16562
10,36,6435,11721
4,6,5446,10248
4,6,10590,20413
12,32,15254,28100
10,18,15529,28492
16,32,14868,27872
4,6,14664,28476
2,8,4618,8782
16,30,12895,23810
10,35,5403,9676
12,40,20734,39260
12,28,18653,34461
18,40,32277,62127
12,24,6953,12816
12,22,22802,42044
10,22,16002,30364
4,14,9381,17854
12,30,11802,21940
4,16,7549,14263
6,26,9464,17832
8,24,8149,15056
12,23,12061,22698
20,60,21679,40782
6,12,5948,11058
8,14,16162,30660
14,30,17707,33375
8,32,22916,44110
2,8,10574,20460
4,6,15677,30294
12,32,8336,15168
22,76,21783,40408
4,6,13824,26789
13,27,17178,32352
22,62,17923,33284
22,46,11468,21050
12,32,7527,13710
12,24,31007,58498
16,49,26402,50415
14,42,12246,22517
8,24,8190,15026
24,60,16768,30626
16,58,14074,25964
4,6,7172,13600
4,16,14568,28057
6,27,4368,7869
8,16,10512,19888
6,24,11406,21676
8,16,9653,18103
16,40,6522,11646
22,46,35125,65958
18,57,19581,36284
4,14,2587,4612
16,32,7858,14120
6,26,4279,7714
10,36,12913,24252
14,42,20234,38211
4,4,4548,8628
2,8,4790,9125
2,8,10762,20750
4,16,3708,6718
14,53,22834,43315
4,6,6400,12183
8,42,14121,26584
4,6,22439,43826
24,70,19560,35519
16,40,7223,12828
18,46,12740,23536
6,28,15177,29078
10,36,6164,11119
2,8,7552,14500
14,44,15710,29326
9,17,4503,8071
4,6,11357,21903
20,56,18950,35128
2,8,8636,16671
10,48,10672,19710
4,6,4762,8931
18,36,23763,42848
18,46,14016,25511
2,8,4985,9506
2,8,5152,9766
14,57,13004,24031
8,32,5022,9007
12,24,17275,32676
4,16,5649,10397
16,34,21666,41216
6,26,3970,7078
6,12,19076,36768
8,30,25918,50003
16,44,21621,40808
20,55,21511,40229
12,22,16738,31544
6,12,5232,9612
14,38,12064,22314
8,14,24976,47890
4,6,5904,11154
10,34,13168,24777
12,48,12792,23808
4,14,12622,24168
4,14,5017,9400
16,44,20180,37946
10,44,17010,32049
2,2,5503,10558
14,41,14490,27183
12,34,9134,16686
8,31,10980,20577
6,12,19365,37296
6,28,3603,6306
14,46,15377,28946
16,54,17944,33220
12,46,16565,31130
8,32,7514,13813
15,37,14574,27072
6,12,4833,8861
24,75,14599,26476
4,14,3301,5978
12,28,12781,23850
8,20,15309,28874
2,8,9252,17848
4,16,6494,12265
6,28,4777,8664
6,12,11248,21482
18,53,17047,31905
6,28,8265,15378
4,6,7153,13609
6,12,6749,12612
12,22,17292,32410
10,34,9922,18450
12,12,2244,3840
18,68,15434,28482
4,16,13086,25057
16,49,29950,57334
4,14,2594,4624
20,42,22450,42608
6,32,12956,24533
6,28,22278,43074
10,36,11572,21560
4,6,5338,10048
22,60,18907,34920
12,30,9357,17292
12,28,16992,31083
34,85,27522,50336
25,50,46012,87481
4,16,11408,21648
12,24,8362,15472
4,14,3098,5588
12,28,23199,44463
18,51,6908,12273
14,44,12265,22686
18,52,5622,9660
4,6,22702,44246
12,42,14070,26307
6,12,5692,10532
6,24,10642,20148
10,35,5020,8954
12,32,13515,24688
14,42,9769,17773
14,43,7182,12906
8,31,14648,27622
14,27,11040,20580
4,6,2886,5245
12,22,11048,20536
10,30,13192,24302
12,40,27395,52433
22,49,48743,93916
30,78,22988,42440
10,34,17692,33586
6,24,13665,26012
10,31,16275,30865
8,14,5961,10831
14,44,12311,22708
14,28,17449,32594
24,72,19117,35116
10,22,35377,68672
14,46,11036,20266
16,32,13192,24610
12,23,4962,9104
8,16,15666,29946
2,2,2165,4017
16,52,17582,32857
14,36,9275,16560
10,36,22167,42514
20,47,8981,16158
10,24,11142,20514
4,16,8091,15415
2,8,11511,22309
14,40,20308,38463
8,24,4832,8778
10,28,15372,28866
2,8,11961,23095
12,22,13907,26134
20,56,22680,42310
22,45,30611,58846
26,55,28387,53243
8,30,18414,35305
31,63,34519,64441
10,31,12880,24303
12,23,1536,2484
6,22,16638,31760
8,18,9894,18550
18,52,10200,18476
2,8,9075,17534
10,35,6066,10954
10,36,52385,102397
22,64,22449,42270
6,26,4417,7794
4,16,11649,22342
2,2,705,1194
10,35,9823,18126
22,62,22673,42110
20,44,21967,41620
6,22,12121,22967
10,40,16033,29984
2,2,14180,27695
2,8,10769,20791
20,56,23515,44668
14,50,21133,39828
8,20,13641,25710
6,12,6344,11846
10,44,25527,48842
6,10,18487,35657
16,34,13009,24138
16,36,15914,29532
16,35,18806,35400
13,24,8195,15140
2,2,3527,6732
4,6,8766,16807
16,39,8679,15822
10,34,10248,19076
8,13,6180,11544
8,24,9025,16734
14,27,28702,55082
16,48,23278,44377
4,6,18705,36391
10,36,14623,27790
18,48,21390,40016
10,18,11598,21174
4,16,12402,23824
4,14,12342,23640
12,34,12308,22976
31,67,15519,28244
6,28,13023,24815
16,36,29974,57782
4,6,5474,10298
8,22,17433,33314
8,24,6713,12282
4,6,5117,9580
4,6,11814,22769
20,65,24163,45247
14,58,18068,33714
28,82,19191,35330
4,6,14681,28503
12,24,8813,16418
15,51,56792,110314
4,6,11676,22541
14,40,9873,18127
4,6,13443,25802
14,43,21812,41154
12,30,8762,16218
16,50,19686,37044
16,47,24471,45428
6,19,4180,7567
12,24,10151,18886
6,24,11417,21652
14,30,13909,26122
16,56,18223,33364
18,51,9438,16959
10,36,9653,17811
30,64,22808,41628
14,36,9430,16506
20,56,17374,32520
2,8,7682,14692
6,26,4176,7546
12,50,15947,29762
12,26,10450,19578
16,66,16579,30752
4,6,4562,8554
6,33,12577,23799
4,14,7156,13498
12,40,21343,40743
22,49,30640,57858
12,32,11905,22080
14,45,10807,19901
6,22,6438,11818
4,6,26242,51403
6,12,6347,11846
8,24,12483,23486
12,42,9032,16514
8,16,12796,24368
14,36,21816,40446
26,64,25392,47204
18,40,29856,57026
14,30,41272,79812
12,26,13604,25383
4,6,8275,15734
6,12,16875,32576
2,8,10131,19584
20,48,6389,11214
14,30,7728,14002
2,8,7115,13622
10,24,12374,22779
17,36,7444,13487
8,23,4417,7848
20,39,17777,32730
6,22,13039,24823
10,20,22361,43171
17,34,5633,9917
8,16,10170,19162
14,29,41246,80009
8,38,11050,20644
6,28,5898,10862
8,22,14591,27692
34,70,21005,38610
8,20,6877,12808
4,14,7508,14190
8,23,6078,11035
16,34,23635,44861
4,6,14815,28762
8,18,15888,30420
4,14,3142,5680
10,36,19996,38372
10,28,12943,24170
4,6,14724,28596
10,20,7900,14610
16,41,9545,17404
4,6,7996,15182
26,76,23819,43775
16,40,16442,30385
2,8,9130,17643
10,34,7100,12852
12,24,14376,27031
8,18,19946,38178
15,28,3375,5918
4,14,2711,4846
8,24,5380,9715
2,2,10780,20965
14,30,9503,17544
14,36,15015,27656
6,12,10704,20324
16,40,10207,18516
6,6,4800,8988
26,71,16791,30544
20,64,20434,37724
30,62,41803,78754
8,42,16904,31940
20,55,32964,63177
22,59,13231,24171
4,6,4293,8040
12,28,7943,13696
6,12,9375,17788
14,44,8633,15687
8,26,12689,24012
12,28,12461,22978
10,36,33190,64232
8,40,14301,27025
6,12,6548,12180
6,24,16681,31864
4,16,6480,12226
6,12,7192,13500
4,6,11635,22457
18,54,21345,40355
14,28,10439,19438
16,48,19325,36464
10,21,29044,55996
10,43,17273,32670
21,59,14730,27144
4,6,3257,6007
6,26,4208,7485
16,46,21239,39874
16,44,27261,51525
10,29,11021,20595
10,38,8240,15023
12,39,15904,30295
18,52,21265,40084
10,37,4817,8522
14,30,18274,34589
8,18,15004,28594
6,16,19922,37482
4,12,14816,28454
10,44,18395,34742
14,30,7085,12820
8,20,12678,23411
8,20,11063,20395
10,34,12538,23594
6,24,8673,16335
4,14,14481,27792
6,16,9463,17821
12,33,8884,16316
28,68,25666,47853
14,42,12547,23322
4,4,6616,12448
4,16,9562,18201
14,40,13585,25344
10,22,6497,11835
10,32,12478,23468
8,30,9491,17532
18,38,31026,58676
4,6,14037,27239
16,40,8686,15846
12,22,13838,25436
18,39,16490,31100
8,20,7338,13306
12,34,7923,14328
16,34,9291,17132
12,24,11663,21920
4,16,12841,24450
12,24,10611,19894
10,45,12354,23015
6,26,3351,5928
12,48,13884,25756
18,38,5807,10204
4,16,15581,29926
2,2,6134,11862
2,8,12117,23407
10,28,15580,29274
4,6,8566,16413
4,14,7162,13562
14,30,27562,53100
10,20,17793,33684
10,36,16472,31355
4,16,14831,28578
2,8,10478,20256
4,6,2418,4262
4,6,5617,10636
14,48,32977,63456
4,16,10969,20973
6,27,4544,8211
6,12,5174,9496
4,14,5618,10520
4,16,13185,25360
12,34,15973,29574
10,29,7411,13431
2,8,7608,14665
20,62,27679,51169
6,11,11869,22468
10,44,15341,28851
16,32,10122,18804
18,62,18194,33240
18,52,12194,22146
4,16,9432,17948
6,32,10875,20515
16,31,21745,41196
8,13,6374,11926
18,37,22111,41765
20,60,16683,31246
6,24,10995,20806
20,42,35430,68148
16,48,23114,43995
20,56,19905,37182
10,36,6578,11873
4,16,14286,27518
8,32,15716,29922
18,38,8536,15602
4,6,7271,13789
4,16,7294,13870
12,30,26036,49848
8,15,2850,5085
6,12,6448,12024
14,38,13156,24090
8,16,11443,21626
14,46,9002,16308
12,24,7847,14556
4,16,10405,19924
14,30,16072,30170
8,23,4278,7714
14,54,21654,40716
2,2,828,1417
4,14,11212,21416
6,24,5870,10768
4,6,4902,9220
10,24,20141,37850
8,34,16761,31805
12,30,8428,15566
11,11,4499,8118
4,16,6485,12216
20,41,18004,33389
18,51,22687,42089
18,66,20613,38610
18,52,11225,20582
12,24,13217,24892
6,26,4304,7798
8,26,6282,11474
18,60,12311,22529
16,34,21568,40951
18,37,10499,19097
18,51,39942,76739
2,8,8649,16644
4,6,6765,12885
4,6,6879,13084
20,72,23069,43218
10,32,12465,23368
8,31,19900,38178
8,20,9182,17003
12,23,13337,25126
6,24,7226,13398
2,8,10026,19355
6,28,21895,42269
14,46,13232,24583
22,65,22317,41957
10,36,24525,47062
16,48,24188,46026
4,16,12919,24850
32,66,29380,54620
6,12,15344,29473
16,30,21469,40358
4,16,4033,7381
4,6,10537,20332
14,44,25730,48800
18,38,10982,20166
14,32,11285,20583
16,60,23232,44018
20,58,43248,80472
4,6,19326,37610
12,39,8904,16318
12,32,7058,12824
16,33,53753,101074
4,6,9998,19134
14,42,25804,48358
20,42,13698,25262
20,56,25080,47496
10,22,9551,17780
14,30,11437,21189
8,24,13093,24324
4,6,9966,19181
16,46,13467,24713
16,34,35732,68678
26,78,25455,46618
4,6,5648,10670
6,12,16420,31510
4,6,2155,3569
12,32,12211,21588
2,8,7257,13842
2,2,6004,11556
8,24,8596,15912
6,24,12037,22815
10,36,5363,9640
4,6,31834,62405
14,44,9695,17712
6,26,14040,26914
4,6,12418,24034
4,16,12216,23456
8,32,7453,13658
6,12,10362,19630
16,32,11257,20954
14,44,8227,14872
16,34,19987,38115
4,6,5220,9808
12,32,17032,30577
4,16,4080,7464
8,17,7221,13384
8,18,9316,17230
14,56,13108,23976
6,24,11267,21258
4,16,8384,15914
4,16,3432,6150
4,6,13062,25293
8,32,14461,27462
4,6,12427,23864
14,30,10849,20140
8,32,5319,9509
12,23,19718,37554
8,18,8754,16352
6,28,5791,10630
4,14,3307,5990
4,16,11618,22045
12,34,8518,15672
26,78,20041,36468
14,41,19619,36948
4,16,9342,17880
2,8,7369,14101
6,12,17613,34007
28,70,32864,61308
16,32,8244,14862
4,16,8852,16707
14,53,17520,32854
8,14,13862,26212
14,30,14762,27846
10,42,17576,33190
10,22,17119,32489
18,38,19488,36850
4,14,13380,25664
12,51,14769,27673
8,32,21876,42098
18,38,12710,23414
30,62,30287,55998
14,29,11675,21601
8,16,11020,20800
24,50,19745,36530
14,46,8600,15515
19,51,16930,31157
4,14,5655,10654
20,66,21658,40408
24,64,12228,22211
2,8,6667,12716
28,82,20622,37994
6,28,6547,12070
16,46,20448,38435
10,19,16437,31487
12,23,24795,47414
8,16,22513,43298
12,32,7007,12608
16,32,21489,40734
8,41,11713,21854
18,37,18300,33459
6,26,4960,9080
8,16,34662,67476
12,41,11983,22261
12,23,3867,6908
18,38,27451,52648
18,52,18677,34908
4,6,27161,53224
2,8,9815,18834
8,22,14992,28214
12,42,15718,29416
20,57,18521,34706
4,14,13560,26000
8,42,10675,19734
8,22,8349,15514
15,28,12369,22910
10,24,16421,30317
16,40,7822,14050
6,33,11040,20745
18,38,8664,15840
14,50,12950,24015
8,16,8726,16237
12,40,32032,61800
16,40,9863,17998
14,58,11002,20046
12,40,25706,49411
12,40,12065,22384
4,14,5943,11154
16,29,18375,34424
22,74,17860,33096
14,28,20769,38999
2,8,11133,21493
4,16,13968,26917
12,30,6801,12330
10,32,11799,22074
10,19,15052,28650
14,40,16149,30313
4,14,12647,24202
2,8,10636,20503
9,17,16185,30480
4,16,4043,7394
12,22,15553,28378
14,45,6934,12388
14,44,7678,13828
14,32,11104,19944
12,30,8288,14916
2,8,6611,12667
10,22,14718,27725
4,6,18983,36972
16,62,15442,28452
14,30,5924,10600
4,6,2971,5490
18,54,14241,25897
6,32,9177,17172
18,37,30052,57235
16,43,18174,33833
16,32,7510,13488
10,24,17668,33018
8,26,11053,20650
20,43,32409,61210
14,29,14278,26817
6,20,14017,26629
4,6,4961,9330
4,16,7943,15066
18,38,21688,41204
6,26,3893,6968
8,16,12657,23979
8,16,34030,65926
8,16,8395,15428
8,17,24402,47134
10,21,24040,46152
12,40,13819,25671
12,48,17766,33432
8,36,10692,19813
8,14,7404,13786
4,6,19340,37698
16,32,9697,17888
14,52,17991,33734
16,50,12175,22297
6,12,16428,31673
6,20,6525,12122
12,39,7946,14362
18,51,10887,19973
6,26,3293,5816
12,34,11190,20742
4,6,5068,9532
12,37,19757,37516
14,27,3480,5996
6,28,6116,11085
14,30,18596,34850
30,62,25722,46876
4,16,3835,6968
4,16,12908,24533
4,14,11277,21624
10,36,56957,111420
2,2,2130,3959
8,14,15534,29404
4,14,8032,15206
10,32,18567,35322
10,29,5326,9603
4,6,4733,8852
8,14,9753,18037
15,31,21068,39520
14,40,21385,40434
14,30,8861,16202
6,26,11090,21089
19,39,11494,20799
14,44,19317,36586
14,56,17979,33605
30,74,35289,66438
4,6,26847,52531
24,64,21705,40168
4,6,5127,9628
6,24,12359,23482
6,32,8583,16005
4,14,3301,5978
16,55,12573,23182
6,16,9435,17813
14,32,25848,49363
8,23,4630,8376
2,2,6638,12803
16,49,45290,87234
8,32,7361,13536
12,40,16209,30397
14,40,14524,27146
